CIAD,Uso,Código OACI,Nome,Município,UF,Município Servido,UF Servido,longitude,latitude,Altitude,Operação Diurna,Operação Noturna,Designação 1,Comprimento 1,Largura 1,Resistência 1,Superfície 1,Designação 2,Comprimento 2,Largura 2,Resistência 2,Superfície 2,Situação,Validade do Registro,Portaria de Registro,Link Portaria,AntesLongitude,AntesLatitude
PI0007,Público,SNGG,Bom Jesus do Gurguéia,BOM JESUS,Piauí,Bom Jesus,Piauí,-44.3691666666700,-9.05944444444444,"338,00",VFR,Sem Operação,16/34,"1.200,00","20,00",9/F/C/Y/U,Asfalto,,,,,,Cadastrado,23/04/2030,PA2020-1085,https://pergamum.anac.gov.br/arquivos/PA2020-1085.pdf,"044°22'09.0W""","09°03'34.0S"""
PI0008,Público,SNOE,Oeiras,OEIRAS,Piauí,Oeiras,Piauí,-42.1672222222200,-7.01888888888889,"250,00",VFR,Sem Operação,11/29,"1.200,00","40,00",8/F/C/Y/U,Terra,,,,,,Interditado,,,,"042°10'02.0W""","07°01'08.0S"""
PI0009,Público,SNPC,Picos,PICOS,Piauí,Picos,Piauí,-41.5194444444400,-7.06527777777778,"320,00",VFR,Sem Operação,14/32,"1.200,00","24,00",8/F/C/Y/U,Asfalto,,,,,,Cadastrado,14/09/2028,PA2018-2847,https://pergamum.anac.gov.br/arquivos/PA2018-2847.pdf,"041°31'10.0W""","07°03'55.0S"""
PI0010,Público,SNLT,Paulistana,PAULISTANA,Piauí,Paulistana,Piauí,-41.1538888888900,-8.16638888888889,"360,00",VFR,Sem Operação,07/25,"1.060,00","30,00",2500 Kg / 0.50 MPa,Cascalho,,,,,,Interditado,,,,"041°09'14.0W""","08°09'59.0S"""
PI0011,Público,SNGB,Gilbués,GILBUÉS,Piauí,Gilbués,Piauí,-45.3672222222200,-9.83361111111111,"450,00",VFR,Sem Operação,09/27,"1.000,00","30,00",8/F/C/Y/U,Terra,,,,,,Interditado,,,,"045°22'02.0W""","09°50'01.0S"""
PI0012,Público,SNKR,Corrente,CORRENTE,Piauí,Corrente,Piauí,-45.1363888888900,-10.4519444444444,"473,00",VFR,Sem Operação,11/29,"1.000,00","20,00",2500 Kg / 0.50 MPa,Terra,,,,,,Interditado,,,,"045°08'11.0W""","10°27'07.0S"""
PI0013,Privado,SDCX,Celeiro 2,MONTE ALEGRE DO PIAUÍ,Piauí,,,-45.1352777777800,-9.39861111111111,"643,00",VFR,Sem Operação,08/26,"1.384,00","30,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,16/03/2027,PA2017-0635,https://pergamum.anac.gov.br/arquivos/PA2017-0635.pdf,"045°08'07.0W""","09°23'55.0S"""
PI0014,Privado,SDIZ,Fazenda Diamante,BAIXA GRANDE DO RIBEIRO,Piauí,,,-45.5041666666700,-9.05888888888889,"545,00",VFR,Sem Operação,11/29,"1.400,00","23,00",5700 Kg / 0.50 MPa,Piçarra,,,,,,,29/01/2025,PA2015-0220,https://pergamum.anac.gov.br/arquivos/PA2015-0220.pdf,"045°30'15.0W""","09°03'32.0S"""
PI0015,Privado,SDJG,Fazenda São João do Pirajá,CURRAIS,Piauí,,,-44.5919444444400,-9.01861111111111,"565,00",VFR,Sem Operação,11/29,"1.000,00","23,00",5600 Kg / 0.50 MPa,Terra,,,,,,,16/07/2025,PA2015-1842,https://pergamum.anac.gov.br/arquivos/PA2015-1842.pdf,"044°35'31.0W""","09°01'07.0S"""
PI0016,Privado,SDQU,Fazenda Colorado,BOM JESUS,Piauí,,,-44.7993611111100,-9.25583333333333,"643,00",VFR,Sem Operação,11/29,"1.300,00","30,00",5600 Kg / 0.50 MPa,Terra,,,,,,,18/08/2025,PA2015-2197,https://pergamum.anac.gov.br/arquivos/PA2015-2197.pdf,"044°47'57.7W""","09°15'21.0S"""
PI0017,Privado,SDTZ,Fazenda Fortaleza,SANTA FILOMENA,Piauí,,,-45.5611111111100,-8.87055555555556,"510,00",VFR,Sem Operação,13/31,"1.200,00","18,00",5600 Kg / 0.50 MPa,Piçarra,,,,,,,10/09/2028,PA2018-2733,https://pergamum.anac.gov.br/arquivos/PA2018-2733.pdf,"045°33'40.0W""","08°52'14.0S"""
PI0018,Privado,SDYX,Campo Maior,CAMPO MAIOR,Piauí,,,-42.2605555555600,-4.85416666666667,"149,00",VFR,Sem Operação,13/31,"1.200,00","18,00",5000 Kg / 0.50 MPa,Asfalto,,,,,,,04/04/2023,PA2013-0872,https://pergamum.anac.gov.br/arquivos/PA2013-0872.pdf,"042°15'38.0W""","04°51'15.0S"""
PI0019,Privado,SDZS,Serra Branca Agrícola,URUÇUÍ,Piauí,,,-44.7211111111100,-8.01194444444444,"463,00",VFR,Sem Operação,10/28,"1.200,00","30,00",5700 Kg / 0.50 MPa,Terra,,,,,,,20/01/2027,PA2017-0071,https://pergamum.anac.gov.br/arquivos/PA2017-0071.pdf,"044°43'16.0W""","08°00'43.0S"""
PI0020,Privado,SIGW,Fazenda Serra Grande,RIBEIRO GONÇALVES,Piauí,,,-45.5180555555600,-8.34333333333333,"530,00",VFR,Sem Operação,08/26,"1.000,00","18,00",5600 Kg / 0.50 MPa,Piçarra,,,,,,,10/09/2028,PA2018-2732,https://pergamum.anac.gov.br/arquivos/PA2018-2732.pdf,"045°31'05.0W""","08°20'36.0S"""
PI0021,Privado,SILI,Fazenda Santa Clara,BOM JESUS,Piauí,,,-45.0463888888900,-9.18861111111111,"621,00",VFR,Sem Operação,12/30,"900,00","18,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,29/05/2023,PA2013-1384,https://pergamum.anac.gov.br/arquivos/PA2013-1384.pdf,"045°02'47.0W""","09°11'19.0S"""
PI0022,Privado,SIMF,Fazenda Imperial,SEBASTIÃO LEAL,Piauí,,,-44.0691666666700,-7.85027777777778,"494,00",VFR,Sem Operação,10/28,"1.450,00","20,00",5700 Kg / 0.50 MPa,Grama,,,,,,,27/03/2025,PA2015-0731,https://pergamum.anac.gov.br/arquivos/PA2015-0731.pdf,"044°04'09.0W""","07°51'01.0S"""
PI0023,Privado,SIPW,Nossa Senhora de Fátima,TERESINA,Piauí,,,-42.7055555555600,-5.03358333333333,"185,00",VFR,Sem Operação,02/20,"900,00","18,00",5700 Kg / 0.50 MPa,Terra,,,,,,,02/09/2021,PA2011-1644,https://pergamum.anac.gov.br/arquivos/PA2011-1644.pdf,"042°42'20.0W""","05°02'00.9S"""
PI0024,Privado,SIQZ,Fazenda Lagoa Serena,LAGOA ALEGRE,Piauí,,,-42.6102777777800,-4.60138888888889,"147,00",VFR,Sem Operação,10/28,"1.200,00","20,00",4000 Kg / 0.50 MPa,Cascalho,,,,,,,05/04/2022,PA2012-0619,https://pergamum.anac.gov.br/arquivos/PA2012-0619.pdf,"042°36'37.0W""","04°36'05.0S"""
PI0025,Privado,SJHJ,Fazenda São João,BAIXA GRANDE DO RIBEIRO,Piauí,,,-45.1377777777800,-8.37333333333333,"516,00",VFR,VFR,06/24,"1.200,00","18,00",5700 Kg / 0.50 MPa,Terra,,,,,,,29/03/2027,PA2017-0956,https://pergamum.anac.gov.br/arquivos/PA2017-0956.pdf,"045°08'16.0W""","08°22'24.0S"""
PI0026,Privado,SJKG,Fazenda Chapada Grande,REGENERAÇÃO,Piauí,,,-42.4761111111100,-6.34861111111111,"420,00",VFR,Sem Operação,11/29,"1.200,00","25,00",4500 Kg / 0.50 MPa,Cascalho,,,,,,,26/10/2026,PA2016-2796,https://pergamum.anac.gov.br/arquivos/PA2016-2796.pdf,"042°28'34.0W""","06°20'55.0S"""
PI0027,Privado,SJPU,Clube de Ultraleves do Piauí,TERESINA,Piauí,,,-42.7186111111100,-5.03138888888889,"140,00",VFR,Sem Operação,01/19,"250,00","15,00",2000 Kg / 0.50 MPa,Asfalto,,,,,,,06/07/2026,PA2016-1692,https://pergamum.anac.gov.br/arquivos/PA2016-1692.pdf,"042°43'07.0W""","05°01'53.0S"""
PI0028,Privado,SJQO,Fazenda Confiança,BAIXA GRANDE DO RIBEIRO,Piauí,,,-45.0905555555600,-7.94861111111111,"461,00",VFR,Sem Operação,11/29,"1.300,00","25,00",5700 Kg / 0.50 MPa,Terra,,,,,,,09/03/2025,PA2015-0581,https://pergamum.anac.gov.br/arquivos/PA2015-0581.pdf,"045°05'26.0W""","07°56'55.0S"""
PI0029,Privado,SJRI,Condomínio Boa Esperança,RIBEIRO GONÇALVES,Piauí,,,-45.4413888888900,-8.40638888888889,"556,00",VFR,Sem Operação,12/30,"1.350,00","24,00",5000 Kg / 0.50 MPa,Terra,,,,,,,28/09/2030,PA2020-2249,https://pergamum.anac.gov.br/arquivos/PA2020-2249.pdf,"045°26'29.0W""","08°24'23.0S"""
PI0030,Privado,SJXE,Deputado Moraes Souza,BURITI DOS LOPES,Piauí,,,-41.8680555555600,-3.15444444444444,"58,00",VFR,VFR,11/29,"1.200,00","25,00",8/F/A/Y/T,Asfalto,,,,,,,23/06/2025,PA2015-1528,https://pergamum.anac.gov.br/arquivos/PA2015-1528.pdf,"041°52'05.0W""","03°09'16.0S"""
PI0031,Privado,SJZS,Fazenda Canel,URUÇUÍ,Piauí,,,-44.8205555555600,-7.53444444444444,"390,00",VFR,Sem Operação,14/32,"1.100,00","24,00",3000 Kg / 0.50 MPa,Piçarra,,,,,,,14/11/2024,PA2017-0834,https://pergamum.anac.gov.br/arquivos/PA2017-0834.pdf,"044°49'14.0W""","07°32'04.0S"""
PI0033,Privado,SNXZ,Fazenda Nazaré,SANTA FILOMENA,Piauí,,,-45.5725833333300,-9.33522222222222,"620,00",VFR,Sem Operação,09/27,"1.000,00","18,00",5600 Kg / 0.50 MPa,Piçarra,,,,,,,06/11/2028,PA2018-3310,https://pergamum.anac.gov.br/arquivos/PA2018-3310.pdf,"045°34'21.3W""","09°20'06.8S"""
PI0034,Privado,SSDL,Fazenda Ribeirão,RIBEIRO GONÇALVES,Piauí,,,-45.3333611111100,-8.009,"484,00",VFR,Sem Operação,14/32,"1.000,00","21,00",5700 Kg / 0.50 MPa,Piçarra,,,,,,,21/05/2024,PA2016-0004,https://pergamum.anac.gov.br/arquivos/PA2016-0004.pdf,"045°20'00.1W""","08°00'32.4S"""
PI0035,Privado,SSDN,Fazenda Nova Fronteira,MATEIROS,Tocantins,,,-45.9841666666700,-10.3225,"800,00",VFR,Sem Operação,12/30,"1.050,00","20,00",5700 Kg / 0.50 MPa,Terra,,,,,,,18/09/2028,PA2018-2730,https://pergamum.anac.gov.br/arquivos/PA2018-2730.pdf,"045°59'03.0W""","10°19'21.0S"""
PI0036,Privado,SSFM,Fazenda Montani,BAIXA GRANDE DO RIBEIRO,Piauí,,,-44.9008333333300,-8.02222222222222,"512,00",VFR,Sem Operação,12/30,"1.800,00","20,00",5700 Kg / 0.50 MPa,Terra,,,,,,,30/12/2026,PA2016-3729,https://pergamum.anac.gov.br/arquivos/PA2016-3729.pdf,"044°54'03.0W""","08°01'20.0S"""
PI0037,Privado,SSIA,Fazenda Ipê,BAIXA GRANDE DO RIBEIRO,Piauí,,,-45.3102777777800,-8.42777777777778,"530,00",VFR,Sem Operação,12/30,"1.500,00","25,00",5700 Kg / 0.50 MPa,Piçarra,,,,,,,22/12/2027,PA2017-4066,https://pergamum.anac.gov.br/arquivos/PA2017-4066.pdf,"045°18'37.0W""","08°25'40.0S"""
PI0038,Privado,SSPF,Fly Village,ALTOS,Piauí,,,-42.5097222222200,-5.07055555555556,"225,00",VFR,Sem Operação,17/35,"1.000,00","24,00",5600 Kg / 0.50 MPa,Piçarra,,,,,,,24/10/2026,PA2016-2848,https://pergamum.anac.gov.br/arquivos/PA2016-2848.pdf,"042°30'35.0W""","05°04'14.0S"""
PI0039,Privado,SSPR,Fazenda Pratinha,URUÇUÍ,Piauí,,,-44.3405555555600,-7.83833333333333,"498,00",VFR,Sem Operação,14/32,"1.250,00","18,00",5700 Kg / 0.50 MPa,Terra,,,,,,,17/01/2028,PA2018-0015,https://pergamum.anac.gov.br/arquivos/PA2018-0015.pdf,"044°20'26.0W""","07°50'18.0S"""
PI0040,Privado,SSWG,Fazenda Galiléia,BAIXA GRANDE DO RIBEIRO,Piauí,,,-45.3308333333300,-9.04916666666667,"615,00",VFR,Sem Operação,12/30,"1.200,00","18,00",5600 Kg / 0.50 MPa,Piçarra,,,,,,,24/10/2027,PA2017-3323,https://pergamum.anac.gov.br/arquivos/PA2017-3323.pdf,"045°19'51.0W""","09°02'57.0S"""
PI0041,Privado,SSXY,Fazenda Rainha da Serra,URUÇUÍ,Piauí,,,-44.3836111111100,-7.94277777777778,"503,00",VFR,Sem Operação,10/28,"1.400,00","30,00",5700 Kg / 0.50 MPa,Grama,,,,,,,13/05/2025,PA2015-1113,https://pergamum.anac.gov.br/arquivos/PA2015-1113.pdf,"044°23'01.0W""","07°56'34.0S"""
PI0042,Privado,SWCJ,Fazenda Campo Alegre,PALMEIRA DO PIAUÍ,Piauí,,,-44.2483333333300,-8.59111111111111,"550,00",VFR,Sem Operação,09/27,"1.100,00","20,00",3600 Kg / 0.50 MPa,Cascalho,,,,,,,01/03/2027,PA2017-0575,https://pergamum.anac.gov.br/arquivos/PA2017-0575.pdf,"044°14'54.0W""","08°35'28.0S"""
PI0043,Privado,SWLN,Fazenda Laranjeiras,CURRAIS,Piauí,,,-44.5658888888900,-8.71891666666667,"627,00",VFR,Sem Operação,06/24,"2.000,00","30,00",5000 Kg / 0.50 MPa,Terra,,,,,,,27/03/2025,PA2015-0730,https://pergamum.anac.gov.br/arquivos/PA2015-0730.pdf,"044°33'57.2W""","08°43'08.1S"""
PI0044,Privado,SWOQ,Fazenda Vista Verde,PALMEIRA DO PIAUÍ,Piauí,,,-44.3847222222200,-8.49166666666667,"593,00",VFR,Sem Operação,10/28,"1.100,00","18,00",5000 Kg / 0.50 MPa,Piçarra,,,,,,,03/11/2027,PA2017-3533,https://pergamum.anac.gov.br/arquivos/PA2017-3533.pdf,"044°23'05.0W""","08°29'30.0S"""
PI0045,Privado,SWRQ,Aero Park,TERESINA,Piauí,,,-42.6744444444400,-5.06055555555556,"128,00",VFR,Sem Operação,17/35,"600,00","18,00",3000 Kg / 0.50 MPa,Piçarra,,,,,,,28/03/2027,PA2017-0861,https://pergamum.anac.gov.br/arquivos/PA2017-0861.pdf,"042°40'28.0W""","05°03'38.0S"""
PI0046,Privado,SWUV,Fazenda Progresso,SEBASTIÃO LEAL,Piauí,,,-44.2033333333300,-7.5025,"450,00",VFR,VFR,11/29,"1.420,00","20,00",8/F/B/X/T,Asfalto,,,,,,,,,,"044°12'12.0W""","07°30'09.0S"""
PI0048,Privado,SWJI,Fazenda Maringá,BAIXA GRANDE DO RIBEIRO,Piauí,,,-45.2041666666700,-8.14555555555556,"535,00",VFR,Sem Operação,11/29,"1.200,00","18,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,28/05/2029,PA2019-1506,https://pergamum.anac.gov.br/arquivos/PA2019-1506.pdf,"045°12'15.0W""","08°08'44.0S"""
PI0050,Privado,SWGD,Fazenda Estrela,BAIXA GRANDE DO RIBEIRO,Piauí,,,-45.3288888888900,-8.47138888888889,"529,00",VFR,Sem Operação,08/26,"900,00","20,00",5700 Kg / 0.50 MPa,Terra,,,,,,,28/08/2029,PA2019-2575,https://pergamum.anac.gov.br/arquivos/PA2019-2575.pdf,"045°19'44.0W""","08°28'17.0S"""
PI0051,Privado,SDYW,Luzilandia,LUZILÂNDIA,Piauí,,,-42.3725000000000,-3.53722222222222,"54,00",VFR,Sem Operação,12/30,"1.200,00","22,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,03/12/2030,PA2020-,https://pergamum.anac.gov.br/arquivos/PA2020-.pdf,"042°22'21.0W""","03°32'14.0S"""
PI0052,Privado,SWLD,Condomínio Milla,BAIXA GRANDE DO RIBEIRO,Piauí,,,-45.2472222222200,-8.25277777777778,"572,00",VFR,Sem Operação,11/29,"1.200,00","20,00",5700 Kg / 0.50 MPa,Terra,,,,,,,12/06/2029,PA2019-1601,https://pergamum.anac.gov.br/arquivos/PA2019-1601.pdf,"045°14'50.0W""","08°15'10.0S"""
PI0053,Privado,SSKE,Luís Antônio Fontenele - Cocal da Estação,COCAL,Piauí,,,-41.6052222222200,-3.455,"147,00",VFR,Sem Operação,13/31,"1.100,00","20,00",5700 Kg / 0.50 MPa,Terra,,,,,,,03/10/2029,PA2019-2982,https://pergamum.anac.gov.br/arquivos/PA2019-2982.pdf,"041°36'18.8W""","03°27'18.0S"""
PI0054,Privado,SSSI,Fazenda Manto Verde,BAIXA GRANDE DO RIBEIRO,Piauí,,,-45.0147222222200,-7.86805555555556,"442,00",VFR,Sem Operação,12/30,"1.500,00","20,00",5700 Kg / 0.50 MPa,Terra,,,,,,,25/06/2029,PA2019-1785,https://pergamum.anac.gov.br/arquivos/PA2019-1785.pdf,"045°00'53.0W""","07°52'05.0S"""
PI0062,Privado,SDMC,Cajupí,BAIXA GRANDE DO RIBEIRO,Piauí,,,-45.0841666666700,-8.3325,"529,00",VFR,Sem Operação,09/27,"950,00","22,00",5700 Kg / 0.50 MPa,Concreto,,,,,,,01/09/2030,PA2020-2034,https://pergamum.anac.gov.br/arquivos/PA2020-2034.pdf,"045°05'03.0W""","08°19'57.0S"""
PI0064,Privado,SBQE,Fazenda Tradição,RIBEIRO GONÇALVES,Piauí,,,-45.0541666666700,-7.80027777777778,"434,00",VFR,Sem Operação,04/22,"1.000,00","18,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,14/09/2030,PA2020-2215,https://pergamum.anac.gov.br/arquivos/PA2020-2215.pdf,"045°03'15.0W""","07°48'01.0S"""
PI0067,Privado,SWXT,Fazenda Parnaguá,SANTA FILOMENA,Piauí,,,-45.6177777777800,-9.10472222222222,"579,00",VFR,Sem Operação,14/32,"1.187,00","20,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,13/12/2029,PA2019-3833,https://pergamum.anac.gov.br/arquivos/PA2019-3833.pdf,"045°37'04.0W""","09°06'17.0S"""
PI0068,Privado,SWAY,Piripiri,PIRIPIRI,Piauí,,,-41.7691666666700,-4.33444444444444,"171,00",VFR,Sem Operação,18/36,"1.000,00","20,00",5700 Kg / 0.50 MPa,Terra,,,,,,,19/11/2030,PA2020-3140,https://pergamum.anac.gov.br/arquivos/PA2020-3140.pdf,"041°46'09.0W""","04°20'04.0S"""
PI0070,Privado,SDXB,Piracuruca,PIRACURUCA,Piauí,,,-41.7111111111100,-3.89222222222222,"111,00",VFR,Sem Operação,04/22,"1.350,00","20,00",5700 Kg / 0.50 MPa,Terra,,,,,,,03/12/2030,,,"041°42'40.0W""","03°53'32.0S"""
PI0071,Privado,SWNO,São Miguel do Tapuio,SÃO MIGUEL DO TAPUIO,Piauí,,,-41.3008333333300,-5.49222222222222,"296,00",VFR,Sem Operação,03/21,"920,00","20,00",5700 Kg / 0.50 MPa,Terra,,,,,,,19/11/2030,PA2020-3155,https://pergamum.anac.gov.br/arquivos/PA2020-3155.pdf,"041°18'03.0W""","05°29'32.0S"""
PI0073,Privado,SDKE,Valença do Piauí,VALENÇA DO PIAUÍ,Piauí,,,-41.7647222222200,-6.3875,"350,00",VFR,Sem Operação,15/33,"850,00","20,00",5700 Kg / 0.50 MPa,Terra,,,,,,,19/11/2030,PA2020-3156,https://pergamum.anac.gov.br/arquivos/PA2020-3156.pdf,"041°45'53.0W""","06°23'15.0S"""
PI0074,Privado,SNMW,Fazenda Parceiro,CORRENTE,Piauí,,,-45.4466666666700,-10.5580555555556,"787,00",VFR,Sem Operação,11/29,"1.600,00","20,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,13/11/2029,PA2019-3466,https://pergamum.anac.gov.br/arquivos/PA2019-3466.pdf,"045°26'48.0W""","10°33'29.0S"""
PI0077,Privado,SWPV,Dom Rodrigo El Manco,PIRACURUCA,Piauí,,,-41.6700000000000,-3.94194444444444,"99,00",VFR,Sem Operação,08/26,"650,00","18,00",5000 Kg / 0.50 MPa,Cascalho,,,,,,,14/09/2030,PA2020-2109,https://pergamum.anac.gov.br/arquivos/PA2020-2109.pdf,"041°40'12.0W""","03°56'31.0S"""
PI0078,Privado,SNSP,Fazenda Tropical,BAIXA GRANDE DO RIBEIRO,Piauí,,,-45.0213888888900,-8.71111111111111,"512,00",VFR,,09/27,"1.400,00","15,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,08/08/2030,PA2020-2375,https://pergamum.anac.gov.br/arquivos/PA2020-2375.pdf,"045°01'17.0W""","08°42'40.0S"""
PI0079,Privado,SBQP,Fazenda Três Santos,URUÇUÍ,Piauí,,,-44.3163888888900,-7.75,"465,00",VFR,Sem Operação,10/28,"1.067,00","25,00",5000 Kg / 0.50 MPa,Terra,,,,,,,08/10/2030,PA2020-2252,https://pergamum.anac.gov.br/arquivos/PA2020-2252.pdf,"044°18'59.0W""","07°45'00.0S"""
PI0080,Privado,,Fazenda Canaã,TERESINA,Piauí,,,-42.7925000000000,-4.96138888888889,"122,00",VFR,Sem Operação,18/36,"1.200,00","16,00",5600 Kg / 0.50 MPa,Piçarra,,,,,,,08/04/2031,PA2021-4688,https://pergamum.anac.gov.br/arquivos/PA2021-4688.pdf,"042°47'33.0W""","04°57'41.0S"""
PR0001,Público,SBCT,Aeroporto Internacional Afonso Pena,SÃO JOSÉ DOS PINHAIS,Paraná,Curitiba,Paraná,-49.1761111111100,-25.5316666666667,"911,00",VFR / IFR - CAT II,VFR / IFR - CAT II,11/29,"1.798,00","45,00",33/F/A/X/T,Asfalto,15/33,"2218,0000","45,00",42/F/A/X/T,Asfalto,Cadastrado,20/11/2013,PA2013-3007,https://pergamum.anac.gov.br/arquivos/PA2013-3007.pdf,"049°10'34.0W""","25°31'54.0S"""
PR0002,Público,SBFI,Cataratas,FOZ DO IGUAÇU,Paraná,Foz do Iguaçu,Paraná,-54.4850000000000,-25.6002777777778,"240,00",VFR / IFR - CAT I,VFR / IFR - CAT I,15/33,"2.195,00","45,00",51/F/B/X/T,Asfalto,,,,,,Cadastrado,21/05/2024,PA2014-1182,https://pergamum.anac.gov.br/arquivos/PA2014-1182.pdf,"054°29'06.0W""","25°36'01.0S"""
PR0003,Público,SBLO,Governador José Richa,LONDRINA,Paraná,Londrina,Paraná,-51.1366666666700,-23.3302777777778,"569,00",,,13/31,"2.100,00","45,00",43/F/B/X/T,Asfalto,,,,,,Cadastrado,25/05/2028,PA2018-1601,https://pergamum.anac.gov.br/arquivos/PA2018-1601.pdf,"051°08'12.0W""","23°19'49.0S"""
PR0004,Público,SBMG,Silvio Name Júnior,MARINGÁ,Paraná,Maringá,Paraná,-52.0122222222200,-23.4794444444444,"549,00",VFR / IFR Não Precisão,VFR / IFR Não Precisão,10/28,"2.100,00","45,00",45/F/A/X/T,Asfalto,,,,,,Cadastrado,25/01/2031,PA2020-4088,https://pergamum.anac.gov.br/arquivos/PA2020-4088.pdf,"052°00'44.0W""","23°28'46.0S"""
PR0005,Público,SBCA,Coronel Adalberto Mendes da Silva,CASCAVEL,Paraná,Cascavel,Paraná,-53.5019444444400,-25.0022222222222,"759,00",VFR / IFR Não Precisão,VFR / IFR Não Precisão,15/33,"1.615,00","30,00",48/F/B/X/T,Asfalto,,,,,,Cadastrado,20/11/2025,PA2015-3092,https://pergamum.anac.gov.br/arquivos/PA2015-3092.pdf,"053°30'07.0W""","25°00'08.0S"""
PR0006,Público,SBBI,Bacacheri,CURITIBA,Paraná,Curitiba,Paraná,-49.2336111111100,-25.4033333333333,"932,00",VFR / IFR Não Precisão,VFR / IFR Não Precisão,18/36,"1.390,00","31,00",21/F/B/X/T,Asfalto,,,,,,Cadastrado,10/03/2026,PA2016-0533,https://pergamum.anac.gov.br/arquivos/PA2016-0533.pdf,"049°14'01.0W""","25°24'12.0S"""
PR0007,Público,SSVL,Telêmaco Borba,TELÊMACO BORBA,Paraná,Telêmaco Borba,Paraná,-50.6522222222200,-24.3163888888889,"796,00",VFR,Sem Operação,02/20,"1.800,00","30,00",24/F/B/X/T,Asfalto,,,,,,Cadastrado,12/12/2029,PA2019-3818,https://pergamum.anac.gov.br/arquivos/PA2019-3818.pdf,"050°39'08.0W""","24°18'59.0S"""
PR0008,Público,SBTD,Luiz Dalcanale Filho,TOLEDO,Paraná,Toledo,Paraná,-53.6963888888900,-24.6852777777778,"562,00",VFR / IFR Não Precisão,VFR / IFR Não Precisão,02/20,"1.670,00","30,00",33/F/C/X/U,Asfalto,,,,,,Cadastrado,05/12/2028,PA2018-3681,https://pergamum.anac.gov.br/arquivos/PA2018-3681.pdf,"053°41'47.0W""","24°41'07.0S"""
PR0009,Público,SSGG,Tancredo Thomas de Faria,GUARAPUAVA,Paraná,Guarapuava,Paraná,-51.5236111111100,-25.3883333333333,"1.065,00",VFR / IFR Não Precisão,VFR / IFR Não Precisão,08/26,"1.365,00","30,00",23/F/C/X/T,Asfalto,,,,,,Cadastrado,20/02/2029,PA2019-3943,https://pergamum.anac.gov.br/arquivos/PA2019-3943.pdf,"051°31'25.0W""","25°23'18.0S"""
PR0010,Público,SSPI,Edu Chaves,PARANAVAÍ,Paraná,Paranavaí,Paraná,-52.4886111111100,-23.09,"474,00",VFR,VFR,13/31,"1.500,00","30,00",13/F/C/Y/U,Asfalto,,,,,,Cadastrado,16/07/2025,PA2015-1832,https://pergamum.anac.gov.br/arquivos/PA2015-1832.pdf,"052°29'19.0W""","23°05'24.0S"""
PR0011,Público,SSPG,Santos Dumont,PARANAGUÁ,Paraná,Paranaguá,Paraná,-48.5311111111100,-25.5405555555556,"5,00",VFR,Sem Operação,06/24,"1.455,00","30,00",16/F/C/Y/U,Asfalto,,,,,,Cadastrado,,PD1991-0064,https://pergamum.anac.gov.br/arquivos/PD1991-0064.pdf,"048°31'52.0W""","25°32'26.0S"""
PR0012,Público,SBPG,Comandante Antônio Amilton Beraldo,PONTA GROSSA,Paraná,Ponta Grossa,Paraná,-50.1438888888900,-25.1844444444444,"789,00",VFR / IFR Não Precisão,VFR / IFR Não Precisão,08/26,"1.430,00","30,00",33/F/C/X/U,Asfalto,,,,,,Cadastrado,18/11/2024,PA2018-2953,https://pergamum.anac.gov.br/arquivos/PA2018-2953.pdf,"050°08'38.0W""","25°11'04.0S"""
PR0013,Público,SSQT,Major Neodo S. Pereira,CASTRO,Paraná,Castro,Paraná,-49.9602777777800,-24.8075,"1.010,00",VFR,Sem Operação,05/23,"1.420,00","30,00",2500 Kg / 0.50 MPa,Terra,,,,,,Cadastrado,,,,"049°57'37.0W""","24°48'27.0S"""
PR0014,Público,SSAP,Capitão João Busse,APUCARANA,Paraná,Apucarana,Paraná,-51.3850000000000,-23.6122222222222,"800,00",VFR,VFR,10/28,"1.400,00","30,00",9/F/C/Y/U,Asfalto,,,,,,Cadastrado,07/05/2030,PA2020-1193,https://pergamum.anac.gov.br/arquivos/PA2020-1193.pdf,"051°23'06.0W""","23°36'44.0S"""
PR0015,Público,SSCP,Francisco Lacerda Júnior,CORNÉLIO PROCÓPIO,Paraná,Cornélio Procópio,Paraná,-50.6025000000000,-23.1525,"567,00",VFR,Sem Operação,06/24,"1.400,00","30,00",8/F/C/Y/U,Asfalto,,,,,,Cadastrado,07/05/2030,PA2020-1192,https://pergamum.anac.gov.br/arquivos/PA2020-1192.pdf,"050°36'09.0W""","23°09'09.0S"""
PR0016,Público,SSCR,Ruben Berta,MARECHAL CÂNDIDO RONDON,Paraná,Marechal Cândido Rondon,Paraná,-54.0538888888900,-24.5127777777778,"525,00",VFR,Sem Operação,01/19,"1.400,00","30,00",10/F/C/Y/U,Asfalto,,,,,,Cadastrado,02/08/2028,PA2018-2358,https://pergamum.anac.gov.br/arquivos/PA2018-2358.pdf,"054°03'14.0W""","24°30'46.0S"""
